queue,rank,window_id,work_source_id,book_id,book_title,sequence_start,sequence_end,page_count,candidate_count,review_priority,aggregate_window_score,tier_A,tier_B,tier_C,tier_D,stages,matched_categories,attribution_profiles,character_count,text_truncated,decision,scope_fit,duplicate_group,reviewer_notes,first_locator
RESERVE,11,253f8f7aa4a315ef9370aade,SRC-TAFSIR-IBN-ABI-HATIM-ADAM,8658,تفسير ابن أبي حاتم,1619,1626,7,4,224,98,0,4,0,0,00_GENERAL_ADAM | 06_ANGELIC_PROSTRATION | 07_PARADISE_RESIDENCE,ADAM_PRIMARY | ANGELIC_PROSTRATION | PARADISE_RESIDENCE,,18024,True,,,,,
RESERVE,12,4f0d216267deb689f343c163,SRC-HISTORY-TABARI-ADAM,9783,تاريخ الطبري = تاريخ الرسل والملوك، وصلة تاريخ الطبري,53,56,4,2,220,96,1,0,1,0,00_GENERAL_ADAM | 01_CREATION_DECREE | 06_ANGELIC_PROSTRATION,ADAM_PRIMARY | ANGELIC_PROSTRATION | CREATION_DECREE,,6882,False,,,,,
RESERVE,13,54b0c986303e4dfb8dfcefe8,SRC-HISTORY-BIDAYAH-ADAM,4445,البداية والنهاية - ت التركي,643,646,4,2,219,95,1,0,1,0,00_GENERAL_ADAM | 01_CREATION_DECREE | 03_SPIRIT_AND_FORM,ADAM_PRIMARY | CREATION_DECREE | SPIRIT_AND_FORM,,7839,False,,,,,
RESERVE,14,987509b658270c6f0ad14e22,SRC-TAFSIR-BAGHAWI-ADAM,41,تفسير البغوي - طيبة,3072,3075,4,2,219,95,1,0,1,0,00_GENERAL_ADAM | 01_CREATION_DECREE | 03_SPIRIT_AND_FORM,ADAM_PRIMARY | CREATION_DECREE | SPIRIT_AND_FORM,,12962,False,,,,,
RESERVE,15,5c38af7ad19e570771822202,SRC-TAFSIR-IBN-ABI-HATIM-ADAM,8658,تفسير ابن أبي حاتم,1432,1434,3,1,217,101,1,0,0,0,00_GENERAL_ADAM | 02_CREATION_MATERIAL | 06_ANGELIC_PROSTRATION,ADAM_PRIMARY | ANGELIC_PROSTRATION | CREATION_MATERIAL,,7744,False,,,,,
RESERVE,16,61d2bec64e93ae06f3ce7bef,SRC-TAFSIR-IBN-KATHIR-ADAM,1503,تفسير ابن كثير - ط ابن الجوزي,1504,1512,7,4,213,103,1,0,3,0,00_GENERAL_ADAM | 01_CREATION_DECREE | 03_SPIRIT_AND_FORM,ADAM_PRIMARY | CREATION_DECREE | SPIRIT_AND_FORM,,18024,True,,,,,
RESERVE,17,9211993f3265b68dca7bf569,SRC-TAFSIR-IBN-ABI-HATIM-ADAM,8658,تفسير ابن أبي حاتم,3163,3165,3,1,211,95,1,0,0,0,00_GENERAL_ADAM | 01_CREATION_DECREE | 02_CREATION_MATERIAL,ADAM_PRIMARY | CREATION_DECREE | CREATION_MATERIAL,,8159,False,,,,,
RESERVE,18,ee03008748b75f121fa0e16c,SRC-HISTORY-BIDAYAH-ADAM,4445,البداية والنهاية - ت التركي,8551,8553,3,1,208,92,1,0,0,0,00_GENERAL_ADAM | 01_CREATION_DECREE | 06_ANGELIC_PROSTRATION,ADAM_PRIMARY | ANGELIC_PROSTRATION | CREATION_DECREE,,4950,False,,,,,
RESERVE,19,0c08e555c7b195f6fd48976a,SRC-TAFSIR-IBN-ABI-HATIM-ADAM,8658,تفسير ابن أبي حاتم,2676,2678,3,1,208,92,1,0,0,0,00_GENERAL_ADAM | 01_CREATION_DECREE | 06_ANGELIC_PROSTRATION,ADAM_PRIMARY | ANGELIC_PROSTRATION | CREATION_DECREE,,8402,False,,,,,
RESERVE,20,700f779dc6e3846ad86afede,SRC-TAFSIR-IBN-KATHIR-ADAM,1503,تفسير ابن كثير - ط ابن الجوزي,3205,3207,3,1,208,92,1,0,0,0,00_GENERAL_ADAM | 01_CREATION_DECREE | 02_CREATION_MATERIAL,ADAM_PRIMARY | CREATION_DECREE | CREATION_MATERIAL,,9093,False,,,,,
RESERVE,21,692c95a743603a6c14df1465,SRC-HISTORY-BIDAYAH-ADAM,4445,البداية والنهاية - ت التركي,793,795,3,1,207,91,1,0,0,0,00_GENERAL_ADAM | 01_CREATION_DECREE | 03_SPIRIT_AND_FORM,ADAM_PRIMARY | CREATION_DECREE | SPIRIT_AND_FORM,,5695,False,,,,,
RESERVE,22,33b911d86e1972364e5b6db8,SRC-TAFSIR-SAADI-ADAM,42,تفسير السعدي = تيسير الكريم الرحمن,1887,1889,3,1,207,91,1,0,0,0,00_GENERAL_ADAM | 02_CREATION_MATERIAL | 06_ANGELIC_PROSTRATION,ADAM_PRIMARY | ANGELIC_PROSTRATION | CREATION_MATERIAL,,6279,False,,,,,
RESERVE,23,319434f689012c48d536da3f,SRC-HISTORY-TABARI-ADAM,9783,تاريخ الطبري = تاريخ الرسل والملوك، وصلة تاريخ الطبري,652,654,3,1,206,90,1,0,0,0,00_GENERAL_ADAM | 01_CREATION_DECREE | 02_CREATION_MATERIAL,ADAM_PRIMARY | CREATION_DECREE | CREATION_MATERIAL,,5318,False,,,,,
RESERVE,24,7a68488701442b7699c7852e,SRC-TAFSIR-BAGHAWI-ADAM,41,تفسير البغوي - طيبة,2094,2096,3,1,206,90,1,0,0,0,00_GENERAL_ADAM | 01_CREATION_DECREE | 02_CREATION_MATERIAL,ADAM_PRIMARY | CREATION_DECREE | CREATION_MATERIAL,,9362,False,,,,,
RESERVE,25,6385571fe2e127148c5b31e8,SRC-HISTORY-BIDAYAH-ADAM,4445,البداية والنهاية - ت التركي,474,476,3,1,205,89,1,0,0,0,00_GENERAL_ADAM | 01_CREATION_DECREE | 03_SPIRIT_AND_FORM,ADAM_PRIMARY | CREATION_DECREE | SPIRIT_AND_FORM,,6290,False,,,,,
RESERVE,26,673e4160b5c0e07508115ba8,SRC-HISTORY-BIDAYAH-ADAM,4445,البداية والنهاية - ت التركي,1190,1192,3,1,205,89,1,0,0,0,00_GENERAL_ADAM | 01_CREATION_DECREE | 03_SPIRIT_AND_FORM,ADAM_PRIMARY | CREATION_DECREE | SPIRIT_AND_FORM,,4838,False,,,,,
RESERVE,27,7aff23c9bf5bb28d9235af49,SRC-TAFSIR-BAGHAWI-ADAM,41,تفسير البغوي - طيبة,2412,2414,3,1,204,88,1,0,0,0,00_GENERAL_ADAM | 02_CREATION_MATERIAL | 07_PARADISE_RESIDENCE,ADAM_PRIMARY | CREATION_MATERIAL | PARADISE_RESIDENCE,,7239,False,,,,,
RESERVE,28,f70caa35d20d2b796306d344,SRC-TAFSIR-SAADI-ADAM,42,تفسير السعدي = تيسير الكريم الرحمن,458,460,3,1,204,88,1,0,0,0,00_GENERAL_ADAM | 01_CREATION_DECREE | 02_CREATION_MATERIAL,ADAM_PRIMARY | CREATION_DECREE | CREATION_MATERIAL,,2867,False,,,,,
RESERVE,29,8bafe210a10d3bff36ad2fa4,SRC-TAFSIR-BAGHAWI-ADAM,41,تفسير البغوي - طيبة,3330,3332,3,1,202,86,1,0,0,0,00_GENERAL_ADAM | 02_CREATION_MATERIAL | 03_SPIRIT_AND_FORM,ADAM_PRIMARY | CREATION_MATERIAL | SPIRIT_AND_FORM,,6519,False,,,,,
RESERVE,30,b998c1741b602f5e6ab7c25e,SRC-TAFSIR-IBN-ABI-HATIM-ADAM,8658,تفسير ابن أبي حاتم,472,474,3,1,202,86,1,0,0,0,00_GENERAL_ADAM | 02_CREATION_MATERIAL | 03_SPIRIT_AND_FORM,ADAM_PRIMARY | CREATION_MATERIAL | SPIRIT_AND_FORM,,7543,False,,,,,
RESERVE,31,4f3dbe583ef950f584b689f2,SRC-TAFSIR-SAADI-ADAM,42,تفسير السعدي = تيسير الكريم الرحمن,209,211,3,1,202,86,1,0,0,0,00_GENERAL_ADAM | 03_SPIRIT_AND_FORM | 05_HONOUR_AND_STATUS,ADAM_PRIMARY | HONOUR_AND_STATUS | SPIRIT_AND_FORM,,8382,False,,,,,
RESERVE,32,b40c562d3415e312c9f7a4c7,SRC-TAFSIR-IBN-ABI-HATIM-ADAM,8658,تفسير ابن أبي حاتم,1601,1605,5,3,200,86,0,3,0,0,00_GENERAL_ADAM | 01_CREATION_DECREE,ADAM_PRIMARY | CREATION_DECREE,,15163,False,,,,,
RESERVE,33,01586af221aa5f58f23b4b89,SRC-TAFSIR-IBN-ABI-HATIM-ADAM,8658,تفسير ابن أبي حاتم,4398,4401,4,2,195,87,0,2,0,0,00_GENERAL_ADAM | 04_TEACHING_NAMES | 06_ANGELIC_PROSTRATION | 07_PARADISE_RESIDENCE,ADAM_PRIMARY | ANGELIC_PROSTRATION | PARADISE_RESIDENCE | TEACHING_NAMES,,4997,False,,,,,
RESERVE,34,5ef420479660e7a5133edfe5,SRC-TAFSIR-BAGHAWI-ADAM,41,تفسير البغوي - طيبة,1123,1128,6,3,193,79,0,3,0,0,00_GENERAL_ADAM | 06_ANGELIC_PROSTRATION,ADAM_PRIMARY | ANGELIC_PROSTRATION,,16731,False,,,,,
RESERVE,35,c5a4ade6463b438ea8f5dc1a,SRC-HISTORY-BIDAYAH-ADAM,4445,البداية والنهاية - ت التركي,12561,12568,8,3,192,78,0,3,0,0,00_GENERAL_ADAM | 01_CREATION_DECREE,ADAM_PRIMARY | CREATION_DECREE,,14441,False,,,,,
RESERVE,36,1d42c69f6a3eec9493266ae0,SRC-HISTORY-MUNTAZAM-ADAM,12406,المنتظم في تاريخ الملوك والأمم,546,552,7,4,191,79,0,2,2,0,00_GENERAL_ADAM | 01_CREATION_DECREE | 03_SPIRIT_AND_FORM,ADAM_PRIMARY | CREATION_DECREE | SPIRIT_AND_FORM,,14641,False,,,,,
RESERVE,37,d938ad3a6b54de721f986505,SRC-HISTORY-BIDAYAH-ADAM,4445,البداية والنهاية - ت التركي,245,250,6,3,180,76,0,2,1,0,00_GENERAL_ADAM | 01_CREATION_DECREE | 06_ANGELIC_PROSTRATION,ADAM_PRIMARY | ANGELIC_PROSTRATION | CREATION_DECREE,,12080,False,,,,,
RESERVE,38,e37b16ebf3b8b8819ae11b80,SRC-HISTORY-TABARI-ADAM,9783,تاريخ الطبري = تاريخ الرسل والملوك، وصلة تاريخ الطبري,19,23,5,3,180,76,0,2,1,0,00_GENERAL_ADAM | 01_CREATION_DECREE | 06_ANGELIC_PROSTRATION,ADAM_PRIMARY | ANGELIC_PROSTRATION | CREATION_DECREE,,7569,False,,,,,
RESERVE,39,2a122080d4cdf192c992bb53,SRC-HISTORY-BIDAYAH-ADAM,4445,البداية والنهاية - ت التركي,1631,1638,8,4,176,76,0,2,2,0,00_GENERAL_ADAM | 01_CREATION_DECREE,ADAM_PRIMARY | CREATION_DECREE,,12945,False,,,,,
RESERVE,40,9aaecf97d3aa8e3d7e3af4ff,SRC-TAFSIR-SAADI-ADAM,42,تفسير السعدي = تيسير الكريم الرحمن,2165,2170,4,3,176,80,0,3,0,0,00_GENERAL_ADAM | 02_CREATION_MATERIAL | 05_HONOUR_AND_STATUS,ADAM_PRIMARY | CREATION_MATERIAL | HONOUR_AND_STATUS,,18024,True,,,,,
RESERVE,41,5feef5481cf8a0bbf0fc72f5,SRC-HISTORY-BIDAYAH-ADAM,4445,البداية والنهاية - ت التركي,1593,1600,8,4,174,74,0,2,2,0,00_GENERAL_ADAM | 01_CREATION_DECREE,ADAM_PRIMARY | CREATION_DECREE,,11198,False,,,,,
RESERVE,42,ba50ff734ac7f1afa95ce2a4,SRC-TAFSIR-IBN-ABI-HATIM-ADAM,8658,تفسير ابن أبي حاتم,2249,2253,5,2,171,75,0,2,0,0,00_GENERAL_ADAM | 02_CREATION_MATERIAL | 06_ANGELIC_PROSTRATION,ADAM_PRIMARY | ANGELIC_PROSTRATION | CREATION_MATERIAL,,10438,False,,,,,
RESERVE,43,944cb9f0bbc1da5d0b68a897,SRC-TAFSIR-BAGHAWI-ADAM,41,تفسير البغوي - طيبة,3278,3281,4,2,168,72,0,2,0,0,00_GENERAL_ADAM | 01_CREATION_DECREE | 06_ANGELIC_PROSTRATION,ADAM_PRIMARY | ANGELIC_PROSTRATION | CREATION_DECREE,,11266,False,,,,,
RESERVE,44,8b9819c1afbac6b299c58aaf,SRC-TAFSIR-BAGHAWI-ADAM,41,تفسير البغوي - طيبة,2040,2044,5,3,159,67,0,2,1,0,00_GENERAL_ADAM | 02_CREATION_MATERIAL,ADAM_PRIMARY | CREATION_MATERIAL,,12982,False,,,,,
RESERVE,45,baef7d8161e82647c4f67da2,SRC-TAFSIR-IBN-ABI-HATIM-ADAM,8658,تفسير ابن أبي حاتم,2355,2358,4,2,159,75,0,2,0,0,00_GENERAL_ADAM | 06_ANGELIC_PROSTRATION,ADAM_PRIMARY | ANGELIC_PROSTRATION,,8043,False,,,,,
RESERVE,46,88f17242fc360e8202ed30fa,SRC-TAFSIR-BAGHAWI-ADAM,41,تفسير البغوي - طيبة,1841,1844,4,2,155,71,0,2,0,0,00_GENERAL_ADAM | 06_ANGELIC_PROSTRATION,ADAM_PRIMARY | ANGELIC_PROSTRATION,,12463,False,,,,,
RESERVE,47,2d788a922721242d7c99035f,SRC-TAFSIR-IBN-ABI-HATIM-ADAM,8658,تفسير ابن أبي حاتم,3869,3873,5,2,153,69,0,2,0,0,00_GENERAL_ADAM | 06_ANGELIC_PROSTRATION,ADAM_PRIMARY | ANGELIC_PROSTRATION,,7170,False,,,,,
RESERVE,48,3bea7c95675ac163ed02ead1,SRC-HISTORY-TABARI-ADAM,9783,تاريخ الطبري = تاريخ الرسل والملوك، وصلة تاريخ الطبري,14,17,4,2,152,68,0,2,0,0,00_GENERAL_ADAM | 01_CREATION_DECREE,ADAM_PRIMARY | CREATION_DECREE,,5750,False,,,,,
RESERVE,49,daf93de6ff71ee53c09c88bb,SRC-HISTORY-MUNTAZAM-ADAM,12406,المنتظم في تاريخ الملوك والأمم,4345,4348,4,2,151,67,0,2,0,0,00_GENERAL_ADAM | 06_ANGELIC_PROSTRATION,ADAM_PRIMARY | ANGELIC_PROSTRATION,,7126,False,,,,,
RESERVE,50,ddd475af52208935aefc02a8,SRC-TAFSIR-IBN-ABI-HATIM-ADAM,8658,تفسير ابن أبي حاتم,22,41,7,12,149,71,0,0,12,0,00_GENERAL_ADAM,ADAM_PRIMARY,,18024,True,,,,,
RESERVE,51,4a99607f0a0ed9cf82a4e9cd,SRC-TAFSIR-BAGHAWI-ADAM,41,تفسير البغوي - طيبة,1108,1113,6,4,146,68,0,1,3,0,00_GENERAL_ADAM | 01_CREATION_DECREE,ADAM_PRIMARY | CREATION_DECREE,,17330,False,,,,,
RESERVE,52,ec52bfa99e3b156d2f9e50cd,SRC-HISTORY-MUNTAZAM-ADAM,12406,المنتظم في تاريخ الملوك والأمم,6705,6712,8,4,144,66,0,1,3,0,00_GENERAL_ADAM | 01_CREATION_DECREE,ADAM_PRIMARY | CREATION_DECREE,,14495,False,,,,,
RESERVE,53,949b1a6c15cc946c9e5fd4b3,SRC-HISTORY-MUNTAZAM-ADAM,12406,المنتظم في تاريخ الملوك والأمم,6315,6327,9,5,127,71,0,1,4,0,00_GENERAL_ADAM | 06_ANGELIC_PROSTRATION,ADAM_PRIMARY | ANGELIC_PROSTRATION,,18024,True,,,,,
RESERVE,54,86ef67e128ad1bdc45cd554a,SRC-HISTORY-MUNTAZAM-ADAM,12406,المنتظم في تاريخ الملوك والأمم,6696,6699,4,2,122,60,0,1,1,0,00_GENERAL_ADAM | 03_SPIRIT_AND_FORM,ADAM_PRIMARY | SPIRIT_AND_FORM,,6718,False,,,,,
RESERVE,55,6a0b21c63e708371877a805d,SRC-HISTORY-MUNTAZAM-ADAM,12406,المنتظم في تاريخ الملوك والأمم,6462,6465,4,2,121,59,0,1,1,0,00_GENERAL_ADAM | 06_ANGELIC_PROSTRATION,ADAM_PRIMARY | ANGELIC_PROSTRATION,,8014,False,,,,,
RESERVE,56,fa89de561eb1a017e6271480,SRC-HISTORY-BIDAYAH-ADAM,4445,البداية والنهاية - ت التركي,12621,12624,4,2,120,58,0,1,1,0,00_GENERAL_ADAM | 01_CREATION_DECREE,ADAM_PRIMARY | CREATION_DECREE,,8143,False,,,,,
RESERVE,57,7c800927595400bc5eceabc0,SRC-HISTORY-MUNTAZAM-ADAM,12406,المنتظم في تاريخ الملوك والأمم,6732,6736,5,2,120,58,0,1,1,0,00_GENERAL_ADAM | 01_CREATION_DECREE,ADAM_PRIMARY | CREATION_DECREE,,8401,False,,,,,
RESERVE,58,9ba777a9308de073b0742b7a,SRC-HISTORY-TABARI-ADAM,9783,تاريخ الطبري = تاريخ الرسل والملوك، وصلة تاريخ الطبري,1273,1278,6,2,120,58,0,1,1,0,00_GENERAL_ADAM | 01_CREATION_DECREE,ADAM_PRIMARY | CREATION_DECREE,,12814,False,,,,,
RESERVE,59,cf9fa3117a2926f0ca08f080,SRC-HISTORY-MUNTAZAM-ADAM,12406,المنتظم في تاريخ الملوك والأمم,268,272,5,2,117,55,0,1,1,0,00_GENERAL_ADAM | 02_CREATION_MATERIAL,ADAM_PRIMARY | CREATION_MATERIAL,,14277,False,,,,,
RESERVE,60,0d19d37234a09faa2c1cfb9e,SRC-TAFSIR-SAADI-ADAM,42,تفسير السعدي = تيسير الكريم الرحمن,1676,1680,5,2,117,55,0,1,1,0,00_GENERAL_ADAM | 02_CREATION_MATERIAL,ADAM_PRIMARY | CREATION_MATERIAL,,12432,False,,,,,
RESERVE,61,6658eb9e1065fe052ea879e2,SRC-HISTORY-MUNTAZAM-ADAM,12406,المنتظم في تاريخ الملوك والأمم,392,394,3,1,109,55,0,1,0,0,00_GENERAL_ADAM | 06_ANGELIC_PROSTRATION,ADAM_PRIMARY | ANGELIC_PROSTRATION,,6601,False,,,,,
RESERVE,62,769ec1f82e5df63cb37fb296,SRC-HISTORY-MUNTAZAM-ADAM,12406,المنتظم في تاريخ الملوك والأمم,575,577,3,1,109,55,0,1,0,0,00_GENERAL_ADAM | 06_ANGELIC_PROSTRATION,ADAM_PRIMARY | ANGELIC_PROSTRATION,,6028,False,,,,,
RESERVE,63,2d9ddea2f23ac578f3b52a3f,SRC-HISTORY-MUNTAZAM-ADAM,12406,المنتظم في تاريخ الملوك والأمم,5928,5930,3,1,109,55,0,1,0,0,00_GENERAL_ADAM | 06_ANGELIC_PROSTRATION,ADAM_PRIMARY | ANGELIC_PROSTRATION,,5306,False,,,,,
RESERVE,64,999380fdb5f2eed0f3680e97,SRC-HISTORY-MUNTAZAM-ADAM,12406,المنتظم في تاريخ الملوك والأمم,6749,6751,3,1,109,55,0,1,0,0,00_GENERAL_ADAM | 06_ANGELIC_PROSTRATION,ADAM_PRIMARY | ANGELIC_PROSTRATION,,3950,False,,,,,
RESERVE,65,aa2db0916852f15ff69223e9,SRC-HISTORY-TABARI-ADAM,9783,تاريخ الطبري = تاريخ الرسل والملوك، وصلة تاريخ الطبري,658,660,3,1,109,55,0,1,0,0,00_GENERAL_ADAM | 06_ANGELIC_PROSTRATION,ADAM_PRIMARY | ANGELIC_PROSTRATION,,5208,False,,,,,
RESERVE,66,68950462a89a1fdd5e46d305,SRC-HISTORY-TABARI-ADAM,9783,تاريخ الطبري = تاريخ الرسل والملوك، وصلة تاريخ الطبري,2114,2116,3,1,109,55,0,1,0,0,00_GENERAL_ADAM | 06_ANGELIC_PROSTRATION,ADAM_PRIMARY | ANGELIC_PROSTRATION,,7345,False,,,,,
RESERVE,67,9c93429d660f133e5445fd5c,SRC-HISTORY-TABARI-ADAM,9783,تاريخ الطبري = تاريخ الرسل والملوك، وصلة تاريخ الطبري,3933,3935,3,1,109,55,0,1,0,0,00_GENERAL_ADAM | 06_ANGELIC_PROSTRATION,ADAM_PRIMARY | ANGELIC_PROSTRATION,,5344,False,,,,,
RESERVE,68,4027dbc2c902fb0ff4e33a6f,SRC-HISTORY-TABARI-ADAM,9783,تاريخ الطبري = تاريخ الرسل والملوك، وصلة تاريخ الطبري,4257,4259,3,1,109,55,0,1,0,0,00_GENERAL_ADAM | 06_ANGELIC_PROSTRATION,ADAM_PRIMARY | ANGELIC_PROSTRATION,,4990,False,,,,,
RESERVE,69,f6d9c9f2445049e058f24a94,SRC-TAFSIR-BAGHAWI-ADAM,41,تفسير البغوي - طيبة,3358,3360,3,1,109,55,0,1,0,0,00_GENERAL_ADAM | 06_ANGELIC_PROSTRATION,ADAM_PRIMARY | ANGELIC_PROSTRATION,,5943,False,,,,,
RESERVE,70,c2b5847f70287b870b810f8a,SRC-TAFSIR-SAADI-ADAM,42,تفسير السعدي = تيسير الكريم الرحمن,1525,1527,3,1,109,55,0,1,0,0,00_GENERAL_ADAM | 06_ANGELIC_PROSTRATION,ADAM_PRIMARY | ANGELIC_PROSTRATION,,10024,False,,,,,
RESERVE,71,2b0d25c716f0b1c8fb3385e3,SRC-HISTORY-KAMIL-ADAM,21712,الكامل في التاريخ - ت تدمري,15,17,3,1,108,54,0,1,0,0,00_GENERAL_ADAM | 01_CREATION_DECREE,ADAM_PRIMARY | CREATION_DECREE,,7065,False,,,,,
RESERVE,72,369a5a4b17008ee2b72117ad,SRC-HISTORY-KAMIL-ADAM,21712,الكامل في التاريخ - ت تدمري,71,73,3,1,108,54,0,1,0,0,00_GENERAL_ADAM | 01_CREATION_DECREE,ADAM_PRIMARY | CREATION_DECREE,,5295,False,,,,,
RESERVE,73,a3834261969705156e8eb273,SRC-HISTORY-KAMIL-ADAM,21712,الكامل في التاريخ - ت تدمري,270,272,3,1,108,54,0,1,0,0,00_GENERAL_ADAM | 01_CREATION_DECREE,ADAM_PRIMARY | CREATION_DECREE,,6960,False,,,,,
RESERVE,74,729ed768c504136f88650866,SRC-HISTORY-KAMIL-ADAM,21712,الكامل في التاريخ - ت تدمري,2575,2577,3,1,108,54,0,1,0,0,00_GENERAL_ADAM | 01_CREATION_DECREE,ADAM_PRIMARY | CREATION_DECREE,,6639,False,,,,,
RESERVE,75,acac6f54989d3b3c9a7bb24b,SRC-HISTORY-KAMIL-ADAM,21712,الكامل في التاريخ - ت تدمري,4035,4037,3,1,108,54,0,1,0,0,00_GENERAL_ADAM | 01_CREATION_DECREE,ADAM_PRIMARY | CREATION_DECREE,,6844,False,,,,,
RESERVE,76,73c57cbcbf01687522e9db33,SRC-HISTORY-MUNTAZAM-ADAM,12406,المنتظم في تاريخ الملوك والأمم,236,238,3,1,108,54,0,1,0,0,00_GENERAL_ADAM | 01_CREATION_DECREE,ADAM_PRIMARY | CREATION_DECREE,,6413,False,,,,,
RESERVE,77,40f75f6bcf92175ba715e832,SRC-HISTORY-TABARI-ADAM,9783,تاريخ الطبري = تاريخ الرسل والملوك، وصلة تاريخ الطبري,208,210,3,1,108,54,0,1,0,0,00_GENERAL_ADAM | 01_CREATION_DECREE,ADAM_PRIMARY | CREATION_DECREE,,5219,False,,,,,
RESERVE,78,404b0fc80d53c49fa2345e97,SRC-TAFSIR-IBN-ABI-HATIM-ADAM,8658,تفسير ابن أبي حاتم,3644,3646,3,1,108,54,0,1,0,0,00_GENERAL_ADAM | 01_CREATION_DECREE,ADAM_PRIMARY | CREATION_DECREE,,3567,False,,,,,
RESERVE,79,06d7dbc2823c4d9f90c3c3da,SRC-TAFSIR-SAADI-ADAM,42,تفسير السعدي = تيسير الكريم الرحمن,112,114,3,1,108,54,0,1,0,0,00_GENERAL_ADAM | 01_CREATION_DECREE,ADAM_PRIMARY | CREATION_DECREE,,12011,False,,,,,
