normalized_report_id,parent_report_candidate_ids,lineage_action,work_source_id,book_id,corrected_report_kind_candidate,report_form_candidate,chain_node_count,terminal_speaker_surface_candidate,normalization_warnings,boundary_decision,speaker_resolution,chain_resolution,reviewer_notes
adam_normalized_report_6f099a0d0e146c82276199e4,adam_report_candidate_18617f22df7610a78ec4819d,PASSTHROUGH_SINGLE,SRC-HISTORY-BIDAYAH-ADAM,4445,SOURCE_PASSAGE_CONTEXT_CANDIDATE,UNRESOLVED_REPORT_FORM_CANDIDATE,0,,,,,,
adam_normalized_report_579782f9529b14d1e906a2d0,adam_report_candidate_72db3b5fbd0e03696e5b2863,RESEGMENTED,SRC-HISTORY-BIDAYAH-ADAM,4445,EARLY_REPORT_CANDIDATE,UNRESOLVED_REPORT_FORM_CANDIDATE,0,,NO_DETERMINISTIC_SPLIT_FOUND | REQUESTED_RESEGMENTATION_NOT_ACHIEVED,,,,
adam_normalized_report_5db1a63779791abe259c6fa0,adam_report_candidate_a7782fae0206afeac51eee90,PASSTHROUGH_SINGLE,SRC-HISTORY-BIDAYAH-ADAM,4445,SOURCE_PASSAGE_CONTEXT_CANDIDATE,UNRESOLVED_REPORT_FORM_CANDIDATE,0,,,,,,
adam_normalized_report_078c761f72ace188e709f882,adam_report_candidate_1675995d82ca9644471a3a5a,PASSTHROUGH_SINGLE,SRC-HISTORY-BIDAYAH-ADAM,4445,PROPHETIC_HADITH_CANDIDATE,MARFU_CONTEXT_CANDIDATE,0,,,,,,
adam_normalized_report_291ea4669b9c6112b94b4906,adam_report_candidate_a9dc7d8b026f21ca319010b7,RESEGMENTED,SRC-HISTORY-BIDAYAH-ADAM,4445,PROPHETIC_HADITH_CANDIDATE,MARFU_CONTEXT_CANDIDATE,0,,NO_DETERMINISTIC_SPLIT_FOUND | REQUESTED_RESEGMENTATION_NOT_ACHIEVED,,,,
adam_normalized_report_f610ec67ca48731c34551b10,adam_report_candidate_0a11f15ea72ca1642de03442,PASSTHROUGH_SINGLE,SRC-HISTORY-BIDAYAH-ADAM,4445,PROPHETIC_HADITH_CANDIDATE,MARFU_CONTEXT_CANDIDATE,0,,,,,,
adam_normalized_report_06fefa0de758ea03a9bf54a8,adam_report_candidate_2f77c74866f91d98c6efe54d,PASSTHROUGH_SINGLE,SRC-HISTORY-BIDAYAH-ADAM,4445,PROPHETIC_HADITH_CANDIDATE,MARFU_CONTEXT_CANDIDATE,0,,,,,,
adam_normalized_report_f968fb34c3b50d1ba2433c7f,adam_report_candidate_522ad593df48f8be31018b62,PASSTHROUGH_SINGLE,SRC-HISTORY-BIDAYAH-ADAM,4445,SOURCE_PASSAGE_CONTEXT_CANDIDATE,UNRESOLVED_REPORT_FORM_CANDIDATE,0,,,,,,
adam_normalized_report_7229ff435c72446f5bc4c5b3,adam_report_candidate_9c225af12aecba93be66e7e6,PASSTHROUGH_SINGLE,SRC-HISTORY-BIDAYAH-ADAM,4445,SOURCE_PASSAGE_CONTEXT_CANDIDATE,UNRESOLVED_REPORT_FORM_CANDIDATE,0,,,,,,
adam_normalized_report_7a7ca52339cd0ea6be862c8e,adam_report_candidate_591b5e953bbe3f3b02ffa401,RESEGMENTED,SRC-HISTORY-BIDAYAH-ADAM,4445,PROPHETIC_HADITH_CANDIDATE,MARFU_EXPLICIT_CANDIDATE,0,,NO_DETERMINISTIC_SPLIT_FOUND | REQUESTED_RESEGMENTATION_NOT_ACHIEVED,,,,
adam_normalized_report_2f8e92fe632d1d5f4768e268,adam_report_candidate_6ceb151ee44cfd0249bf8515,RESEGMENTED,SRC-HISTORY-BIDAYAH-ADAM,4445,AUTHORIAL_COMMENTARY_CANDIDATE,UNRESOLVED_REPORT_FORM_CANDIDATE,0,,,,,,
adam_normalized_report_c38c1e61c8d65f4f83b95e81,adam_report_candidate_6ceb151ee44cfd0249bf8515,RESEGMENTED,SRC-HISTORY-BIDAYAH-ADAM,4445,PROPHETIC_HADITH_CANDIDATE,MARFU_EXPLICIT_CANDIDATE,0,,MULTIPLE_STRONG_STARTS_REMAIN,,,,
adam_normalized_report_cb09b44ee83af1714b6251e8,adam_report_candidate_4098d9b9cade8c2dde48f2c1,RESEGMENTED,SRC-HISTORY-BIDAYAH-ADAM,4445,PROPHETIC_HADITH_CANDIDATE,MARFU_EXPLICIT_CANDIDATE,0,,NO_DETERMINISTIC_SPLIT_FOUND | REQUESTED_RESEGMENTATION_NOT_ACHIEVED,,,,
adam_normalized_report_1b94d14075682b30f16df73f,adam_report_candidate_19d9fa283752c02c1354372f,RESEGMENTED,SRC-HISTORY-BIDAYAH-ADAM,4445,PROPHETIC_HADITH_CANDIDATE,MARFU_EXPLICIT_CANDIDATE,0,,NO_DETERMINISTIC_SPLIT_FOUND | REQUESTED_RESEGMENTATION_NOT_ACHIEVED,,,,
adam_normalized_report_da7c0491e1656c247f88596d,adam_report_candidate_468640777988e53d8dcb8e9d,PASSTHROUGH_SINGLE,SRC-HISTORY-BIDAYAH-ADAM,4445,SOURCE_PASSAGE_CONTEXT_CANDIDATE,UNRESOLVED_REPORT_FORM_CANDIDATE,0,,,,,,
adam_normalized_report_cb1d23478c433f68939e00fa,adam_report_candidate_9835ebaab4c169054feddaf8,PASSTHROUGH_SINGLE,SRC-HISTORY-BIDAYAH-ADAM,4445,SOURCE_PASSAGE_CONTEXT_CANDIDATE,UNRESOLVED_REPORT_FORM_CANDIDATE,0,,,,,,
adam_normalized_report_ef529fe1e6fef2a87f274f13,adam_report_candidate_a52460c2329718ee496114e2,PASSTHROUGH_SINGLE,SRC-HISTORY-BIDAYAH-ADAM,4445,PROPHETIC_HADITH_CANDIDATE,MARFU_CONTEXT_CANDIDATE,0,,,,,,
adam_normalized_report_08ad9781204823bf417ee1ef,adam_report_candidate_b0b1483a7491e41beb2500d4,RESEGMENTED,SRC-HISTORY-BIDAYAH-ADAM,4445,PROPHETIC_HADITH_CANDIDATE,MARFU_CONTEXT_CANDIDATE,0,,NO_DETERMINISTIC_SPLIT_FOUND | REQUESTED_RESEGMENTATION_NOT_ACHIEVED,,,,
adam_normalized_report_fc0fd12db5910f3009023255,adam_report_candidate_fd71b118818672114c8c7d47,PASSTHROUGH_SINGLE,SRC-HISTORY-BIDAYAH-ADAM,4445,SOURCE_PASSAGE_CONTEXT_CANDIDATE,UNRESOLVED_REPORT_FORM_CANDIDATE,0,,,,,,
adam_normalized_report_82dd23cc617011a415d17ca6,adam_report_candidate_c39a0b050d0887d34acdf67a,PASSTHROUGH_SINGLE,SRC-HISTORY-BIDAYAH-ADAM,4445,PROPHETIC_HADITH_CANDIDATE,MARFU_EXPLICIT_CANDIDATE,0,,,,,,
adam_normalized_report_2f71af7fcb3d30470b41fe1c,adam_report_candidate_7dcd53dd1172cdcb6f8fe26f,PASSTHROUGH_SINGLE,SRC-HISTORY-BIDAYAH-ADAM,4445,SOURCE_PASSAGE_CONTEXT_CANDIDATE,UNRESOLVED_REPORT_FORM_CANDIDATE,0,,,,,,
adam_normalized_report_dd91a085e33f97b751f0fde1,adam_report_candidate_59512e5d308dcf17caa17851,PASSTHROUGH_SINGLE,SRC-HISTORY-BIDAYAH-ADAM,4445,EARLY_REPORT_CANDIDATE,UNRESOLVED_REPORT_FORM_CANDIDATE,0,,,,,,
adam_normalized_report_a6a9bfbb3cc646846ec27c48,adam_report_candidate_93cbc6d6e566cb3d7973491c,PASSTHROUGH_SINGLE,SRC-HISTORY-BIDAYAH-ADAM,4445,EARLY_REPORT_CANDIDATE,MAWQUF_OR_TAFSIR_REPORT_CANDIDATE,0,,,,,,
adam_normalized_report_947fe8e46e799781eabc9945,adam_report_candidate_13bd475b4e7b0b7943b8a911,RESEGMENTED,SRC-HISTORY-BIDAYAH-ADAM,4445,EARLY_REPORT_CANDIDATE,UNRESOLVED_REPORT_FORM_CANDIDATE,0,,,,,,
adam_normalized_report_cc47e4829cba710e8c865d1f,adam_report_candidate_13bd475b4e7b0b7943b8a911,RESEGMENTED,SRC-HISTORY-BIDAYAH-ADAM,4445,AUTHORIAL_COMMENTARY_CANDIDATE,MAWQUF_OR_TAFSIR_REPORT_CANDIDATE,0,,,,,,
adam_normalized_report_864bf031afd4cb2081e629ea,adam_report_candidate_447ef14582fc85533c976464,RESEGMENTED,SRC-HISTORY-BIDAYAH-ADAM,4445,PROPHETIC_HADITH_CANDIDATE,MARFU_CONTEXT_CANDIDATE,0,,NO_DETERMINISTIC_SPLIT_FOUND | REQUESTED_RESEGMENTATION_NOT_ACHIEVED,,,,
adam_normalized_report_386d2ac1ae7515a9df69bc98,adam_report_candidate_1c1804bc43bcd02a7f3d72bb,RESEGMENTED,SRC-HISTORY-BIDAYAH-ADAM,4445,PROPHETIC_HADITH_CANDIDATE,MARFU_CONTEXT_CANDIDATE,0,,NO_DETERMINISTIC_SPLIT_FOUND | REQUESTED_RESEGMENTATION_NOT_ACHIEVED,,,,
adam_normalized_report_b0a2191553e257584331e6c9,adam_report_candidate_dce280e36bbb40c7c513e9ad,PASSTHROUGH_SINGLE,SRC-HISTORY-BIDAYAH-ADAM,4445,PROPHETIC_HADITH_CANDIDATE,MARFU_CONTEXT_CANDIDATE,0,,,,,,
adam_normalized_report_5bb02f2930137c9158aa0c05,adam_report_candidate_40790acae938a963fe35bcf6,RESEGMENTED,SRC-HISTORY-BIDAYAH-ADAM,4445,PROPHETIC_HADITH_CANDIDATE,MARFU_CONTEXT_CANDIDATE,0,,NO_DETERMINISTIC_SPLIT_FOUND | REQUESTED_RESEGMENTATION_NOT_ACHIEVED,,,,
adam_normalized_report_9537c331ce64b3d0c311ff19,adam_report_candidate_9b99e71f95da6daa2dc47afd,RESEGMENTED,SRC-HISTORY-KAMIL-ADAM,21712,PROPHETIC_HADITH_CANDIDATE,MARFU_CONTEXT_CANDIDATE,0,,NO_DETERMINISTIC_SPLIT_FOUND | REQUESTED_RESEGMENTATION_NOT_ACHIEVED,,,,
adam_normalized_report_ec334ac4366b505f1ed07b50,adam_report_candidate_f6e050621d7a33b36bcb587c,PASSTHROUGH_SINGLE,SRC-HISTORY-KAMIL-ADAM,21712,PROPHETIC_HADITH_CANDIDATE,MARFU_CONTEXT_CANDIDATE,0,,,,,,
adam_normalized_report_21e9d8d050fd8a093b5372a1,adam_report_candidate_1f2a69903090ad2ab187d172,PASSTHROUGH_SINGLE,SRC-HISTORY-KAMIL-ADAM,21712,QURAN_EXEGESIS_CONTEXT_CANDIDATE,MAWQUF_OR_TAFSIR_REPORT_CANDIDATE,0,,,,,,
adam_normalized_report_a9461e3a126e1c7fe42d1960,adam_report_candidate_77ac2fe376dec540d0973fdd,RESEGMENTED,SRC-HISTORY-KAMIL-ADAM,21712,EARLY_REPORT_CANDIDATE,MAWQUF_OR_TAFSIR_REPORT_CANDIDATE,0,,NO_DETERMINISTIC_SPLIT_FOUND | REQUESTED_RESEGMENTATION_NOT_ACHIEVED,,,,
adam_normalized_report_729250a4f2412d81aa12bc77,adam_report_candidate_528801ac7859f30a13079373,PASSTHROUGH_SINGLE,SRC-HISTORY-KAMIL-ADAM,21712,QURAN_EXEGESIS_CONTEXT_CANDIDATE,MAWQUF_OR_TAFSIR_REPORT_CANDIDATE,0,,,,,,
adam_normalized_report_4dd03393740bdd5b127af076,adam_report_candidate_5257825cbf103523366cc4e0,PASSTHROUGH_SINGLE,SRC-HISTORY-KAMIL-ADAM,21712,SOURCE_PASSAGE_CONTEXT_CANDIDATE,UNRESOLVED_REPORT_FORM_CANDIDATE,0,,,,,,
adam_normalized_report_95864ab5fcd5f4bd34031189,adam_report_candidate_e74b2256e8e82a87655f28ab,RESEGMENTED,SRC-HISTORY-KAMIL-ADAM,21712,EARLY_REPORT_CANDIDATE,MAWQUF_OR_TAFSIR_REPORT_CANDIDATE,0,,NO_DETERMINISTIC_SPLIT_FOUND | REQUESTED_RESEGMENTATION_NOT_ACHIEVED,,,,
adam_normalized_report_71ab9799a6c350d19b8a093e,adam_report_candidate_3ee39659387dce79064d99c1,PASSTHROUGH_SINGLE,SRC-HISTORY-KAMIL-ADAM,21712,EARLY_REPORT_CANDIDATE,MAWQUF_OR_TAFSIR_REPORT_CANDIDATE,0,,,,,,
adam_normalized_report_7f3b978e9a055c813eadfda3,adam_report_candidate_5f937890f3348dc4d5254e8d | adam_report_candidate_aab5186459fba9b78cd6b6d6,MERGED_THEN_RESEGMENTED,SRC-HISTORY-KAMIL-ADAM,21712,EARLY_REPORT_CANDIDATE,MAWQUF_OR_TAFSIR_REPORT_CANDIDATE,0,,NO_DETERMINISTIC_SPLIT_FOUND,,,,
adam_normalized_report_e4e05e08b1b8e5a1d4eb07a8,adam_report_candidate_5edfc620b7ecd7b5b23b5a66,RESEGMENTED,SRC-HISTORY-KAMIL-ADAM,21712,EARLY_REPORT_CANDIDATE,MAWQUF_OR_TAFSIR_REPORT_CANDIDATE,0,,NO_DETERMINISTIC_SPLIT_FOUND | REQUESTED_RESEGMENTATION_NOT_ACHIEVED,,,,
adam_normalized_report_a387057c705d611e9c596d41,adam_report_candidate_0582b15ee9c9dedc5218053b,RESEGMENTED,SRC-HISTORY-KAMIL-ADAM,21712,EARLY_REPORT_CANDIDATE,MAWQUF_OR_TAFSIR_REPORT_CANDIDATE,0,,NO_DETERMINISTIC_SPLIT_FOUND | REQUESTED_RESEGMENTATION_NOT_ACHIEVED,,,,
adam_normalized_report_ff5ef7c8355db72762418fa2,adam_report_candidate_bf249214aa00b7ab50a10333,RESEGMENTED,SRC-HISTORY-KAMIL-ADAM,21712,EARLY_REPORT_CANDIDATE,UNRESOLVED_REPORT_FORM_CANDIDATE,0,,NO_DETERMINISTIC_SPLIT_FOUND | REQUESTED_RESEGMENTATION_NOT_ACHIEVED,,,,
adam_normalized_report_06d86a7a2b94d291a29deb66,adam_report_candidate_27b518e3308284fef7b19063,RESEGMENTED,SRC-HISTORY-KAMIL-ADAM,21712,PROPHETIC_HADITH_CANDIDATE,MARFU_CONTEXT_CANDIDATE,0,,NO_DETERMINISTIC_SPLIT_FOUND | REQUESTED_RESEGMENTATION_NOT_ACHIEVED,,,,
adam_normalized_report_a659744758c5edaa39668909,adam_report_candidate_a9bf1c81193194a5aff9cf24,PASSTHROUGH_SINGLE,SRC-HISTORY-KAMIL-ADAM,21712,QURAN_EXEGESIS_CONTEXT_CANDIDATE,MAWQUF_OR_TAFSIR_REPORT_CANDIDATE,0,,,,,,
adam_normalized_report_00a9d9f1cf7fe453450b7516,adam_report_candidate_5f469a30440d12b88522fb4d,PASSTHROUGH_SINGLE,SRC-HISTORY-KAMIL-ADAM,21712,QURAN_EXEGESIS_CONTEXT_CANDIDATE,MAWQUF_OR_TAFSIR_REPORT_CANDIDATE,0,,,,,,
adam_normalized_report_f75b90945108c7c924bd578a,adam_report_candidate_4f9308706086691efd8204c5,RESEGMENTED,SRC-HISTORY-KAMIL-ADAM,21712,QURAN_EXEGESIS_CONTEXT_CANDIDATE,UNRESOLVED_REPORT_FORM_CANDIDATE,0,,NO_DETERMINISTIC_SPLIT_FOUND | REQUESTED_RESEGMENTATION_NOT_ACHIEVED,,,,
adam_normalized_report_3869e48828973e9847a84078,adam_report_candidate_94db1a59308a56d5e981d4bd,RESEGMENTED,SRC-HISTORY-KAMIL-ADAM,21712,EARLY_REPORT_CANDIDATE,UNRESOLVED_REPORT_FORM_CANDIDATE,0,,NO_DETERMINISTIC_SPLIT_FOUND | REQUESTED_RESEGMENTATION_NOT_ACHIEVED,,,,
adam_normalized_report_6dd20e596eb7e254c934ad00,adam_report_candidate_935b70077425ab1e475810c7,PASSTHROUGH_SINGLE,SRC-HISTORY-KAMIL-ADAM,21712,QURAN_EXEGESIS_CONTEXT_CANDIDATE,MAWQUF_OR_TAFSIR_REPORT_CANDIDATE,0,,,,,,
adam_normalized_report_ee2ec7287850b8b6f02c8485,adam_report_candidate_d337c7fbe79ca8217b96226e,RESEGMENTED,SRC-HISTORY-KAMIL-ADAM,21712,QURAN_EXEGESIS_CONTEXT_CANDIDATE,MAWQUF_OR_TAFSIR_REPORT_CANDIDATE,0,,NO_DETERMINISTIC_SPLIT_FOUND | REQUESTED_RESEGMENTATION_NOT_ACHIEVED,,,,
adam_normalized_report_2558421ce1f7a3289aa377eb,adam_report_candidate_c2c8fce219ad51b44d08a6ad,PASSTHROUGH_SINGLE,SRC-HISTORY-MUNTAZAM-ADAM,12406,SOURCE_PASSAGE_CONTEXT_CANDIDATE,MAQTU_OR_TAFSIR_REPORT_CANDIDATE,0,,,,,,
adam_normalized_report_cbd6f2fdc2b9104717d01caa,adam_report_candidate_df102ca7c646b3678985b6a6,RESEGMENTED,SRC-HISTORY-MUNTAZAM-ADAM,12406,EARLY_REPORT_CANDIDATE,MAWQUF_OR_TAFSIR_REPORT_CANDIDATE,0,,NO_DETERMINISTIC_SPLIT_FOUND | REQUESTED_RESEGMENTATION_NOT_ACHIEVED,,,,
adam_normalized_report_dbfca90d885f11772b925e5e,adam_report_candidate_62f7ab292f55b747f21fa608,RESEGMENTED,SRC-HISTORY-MUNTAZAM-ADAM,12406,AUTHORIAL_COMMENTARY_CANDIDATE,UNRESOLVED_REPORT_FORM_CANDIDATE,0,,NO_DETERMINISTIC_SPLIT_FOUND | REQUESTED_RESEGMENTATION_NOT_ACHIEVED,,,,
adam_normalized_report_48bc8cb5446daed4e5fe8f94,adam_report_candidate_07a527e398af256c841f5ae0,RESEGMENTED,SRC-HISTORY-MUNTAZAM-ADAM,12406,EARLY_REPORT_CANDIDATE,UNRESOLVED_REPORT_FORM_CANDIDATE,0,,NO_DETERMINISTIC_SPLIT_FOUND | REQUESTED_RESEGMENTATION_NOT_ACHIEVED,,,,
adam_normalized_report_b3a7041f68d8bbf42ffbd2ba,adam_report_candidate_ffbc1707ce7ba9195ddf5052,RESEGMENTED,SRC-HISTORY-MUNTAZAM-ADAM,12406,EARLY_REPORT_CANDIDATE,MAWQUF_OR_TAFSIR_REPORT_CANDIDATE,2,ابن عَبَّاس,NO_DETERMINISTIC_SPLIT_FOUND | REQUESTED_RESEGMENTATION_NOT_ACHIEVED,,,,
adam_normalized_report_213c0a98d0fcdaa69afe1268,adam_report_candidate_8a1fa14e7207e5dd70e3038a,RESEGMENTED,SRC-HISTORY-MUNTAZAM-ADAM,12406,EARLY_REPORT_CANDIDATE,MAWQUF_OR_TAFSIR_REPORT_CANDIDATE,0,,NO_DETERMINISTIC_SPLIT_FOUND | REQUESTED_RESEGMENTATION_NOT_ACHIEVED,,,,
adam_normalized_report_926373fe1efc0a1b1fbb6fcf,adam_report_candidate_7fdcf7078e975a3a781cb269,PASSTHROUGH_SINGLE,SRC-HISTORY-MUNTAZAM-ADAM,12406,SOURCE_PASSAGE_CONTEXT_CANDIDATE,UNRESOLVED_REPORT_FORM_CANDIDATE,0,,,,,,
adam_normalized_report_78e57f41b33007198fc24f11,adam_report_candidate_212598f48c3cc9d20fc4b619,RESEGMENTED,SRC-HISTORY-MUNTAZAM-ADAM,12406,PROPHETIC_HADITH_CANDIDATE,MARFU_CONTEXT_CANDIDATE,0,,NO_DETERMINISTIC_SPLIT_FOUND | REQUESTED_RESEGMENTATION_NOT_ACHIEVED,,,,
adam_normalized_report_c4709dcc2f91cb4a3171facc,adam_report_candidate_45a995eae7eb2d7c99bd1c3d,PASSTHROUGH_SINGLE,SRC-HISTORY-MUNTAZAM-ADAM,12406,SOURCE_PASSAGE_CONTEXT_CANDIDATE,UNRESOLVED_REPORT_FORM_CANDIDATE,0,,,,,,
adam_normalized_report_b5830442f8cf343a72437c16,adam_report_candidate_87528a6a86f544838c4c780c,PASSTHROUGH_SINGLE,SRC-HISTORY-MUNTAZAM-ADAM,12406,SOURCE_PASSAGE_CONTEXT_CANDIDATE,MAWQUF_OR_TAFSIR_REPORT_CANDIDATE,0,,,,,,
adam_normalized_report_0607c8553e8fdf540228c194,adam_report_candidate_48953680ee6df305fdc32da4,RESEGMENTED,SRC-HISTORY-MUNTAZAM-ADAM,12406,PROPHETIC_HADITH_CANDIDATE,MARFU_CONTEXT_CANDIDATE,0,,NO_DETERMINISTIC_SPLIT_FOUND | REQUESTED_RESEGMENTATION_NOT_ACHIEVED,,,,
adam_normalized_report_35f7026c7db39dd5c7d6f6ce,adam_report_candidate_55f2ad6d9253e1780e12364c,RESEGMENTED,SRC-HISTORY-MUNTAZAM-ADAM,12406,EARLY_REPORT_CANDIDATE,MAWQUF_OR_TAFSIR_REPORT_CANDIDATE,0,,NO_DETERMINISTIC_SPLIT_FOUND | REQUESTED_RESEGMENTATION_NOT_ACHIEVED,,,,
adam_normalized_report_51650a5c03ef513c58922b77,adam_report_candidate_d112fb664404e330daccbfa7,RESEGMENTED,SRC-HISTORY-MUNTAZAM-ADAM,12406,EARLY_REPORT_CANDIDATE,MAWQUF_OR_TAFSIR_REPORT_CANDIDATE,2,أحمد بْن جَعْفَرٍ,MULTIPLE_STRONG_STARTS_REMAIN | NO_DETERMINISTIC_SPLIT_FOUND | REQUESTED_RESEGMENTATION_NOT_ACHIEVED,,,,
adam_normalized_report_20dc2d482ddac77365551c28,adam_report_candidate_1c8f1226dee9bc4faa85ddcb,RESEGMENTED,SRC-HISTORY-MUNTAZAM-ADAM,12406,PROPHETIC_HADITH_CANDIDATE,MARFU_CONTEXT_CANDIDATE,1,رسول الله ﷺ,NO_DETERMINISTIC_SPLIT_FOUND | REQUESTED_RESEGMENTATION_NOT_ACHIEVED,,,,
adam_normalized_report_7f6fc710bab0c0b3f39459b7,adam_report_candidate_a6310fd0884a08d234fa0184 | adam_report_candidate_d3e6113f915605be0fa88334,MERGED_THEN_RESEGMENTED,SRC-HISTORY-MUNTAZAM-ADAM,12406,PROPHETIC_HADITH_CANDIDATE,MARFU_CONTEXT_CANDIDATE,0,,MULTIPLE_STRONG_STARTS_REMAIN | NO_DETERMINISTIC_SPLIT_FOUND,,,,
adam_normalized_report_237b6688023cc6a85d8e0ff5,adam_report_candidate_ac472607114462d2c146b364,RESEGMENTED,SRC-HISTORY-MUNTAZAM-ADAM,12406,EARLY_REPORT_CANDIDATE,MAWQUF_OR_TAFSIR_REPORT_CANDIDATE,0,,NO_DETERMINISTIC_SPLIT_FOUND | REQUESTED_RESEGMENTATION_NOT_ACHIEVED,,,,
adam_normalized_report_f4ea97b914c1863ee24200c2,adam_report_candidate_9e02c0eddbebeaa36d2dcea6,PASSTHROUGH_SINGLE,SRC-HISTORY-MUNTAZAM-ADAM,12406,SOURCE_PASSAGE_CONTEXT_CANDIDATE,UNRESOLVED_REPORT_FORM_CANDIDATE,0,,,,,,
adam_normalized_report_1755d04267a2782bf2717c3f,adam_report_candidate_4ee0b33d13dfb070b4a9560e,RESEGMENTED,SRC-HISTORY-MUNTAZAM-ADAM,12406,EARLY_REPORT_CANDIDATE,MAWQUF_OR_TAFSIR_REPORT_CANDIDATE,0,,MULTIPLE_STRONG_STARTS_REMAIN | NO_DETERMINISTIC_SPLIT_FOUND | REQUESTED_RESEGMENTATION_NOT_ACHIEVED,,,,
adam_normalized_report_243743971c1ea2a0a8e7340a,adam_report_candidate_9fa7f08a068d6f1cae62f5ab,PASSTHROUGH_SINGLE,SRC-HISTORY-MUNTAZAM-ADAM,12406,SOURCE_PASSAGE_CONTEXT_CANDIDATE,MAQTU_OR_TAFSIR_REPORT_CANDIDATE,0,,,,,,
adam_normalized_report_0c5049b133622d61ec119262,adam_report_candidate_4aea3b276eadc052c0cd2911,PASSTHROUGH_SINGLE,SRC-HISTORY-MUNTAZAM-ADAM,12406,SOURCE_PASSAGE_CONTEXT_CANDIDATE,UNRESOLVED_REPORT_FORM_CANDIDATE,0,,,,,,
adam_normalized_report_8fa59d54fa3b80bc1f328f06,adam_report_candidate_400ce8203af3b14106ca9d8f,PASSTHROUGH_SINGLE,SRC-HISTORY-MUNTAZAM-ADAM,12406,SOURCE_PASSAGE_CONTEXT_CANDIDATE,UNRESOLVED_REPORT_FORM_CANDIDATE,0,,,,,,
